song,artist,artist_id,category,genres
Ding Dong! Merrily on High,Anonymous,4kCZ5nyurc9eIqLJfUcW0Y,classical,[]
Once In Royal David's City (Desc. Stephen Cleobury),Henry John Gauntlett,0Ywn9U6rufDhKYfZanCr6c,classical,[]
The First Nowell,Anonymous,4kCZ5nyurc9eIqLJfUcW0Y,classical,[]
Somewhere in My Memory - Chorus & Orchestra Version,John Williams,3dRfiJ2650SZu6GbydcHNb,classical,['soundtrack']
Dappled Light,Luke Howard,3duTXsC49HoPt4f4EySDKf,classical,"['australian ambient', 'calming instrumental', 'compositional ambient', 'focus', 'neo-classical']"
Fracture,Stephan Moccio,25s9H1JQmTu3iuFzpXWUIg,classical,"['background piano', 'calming instrumental', 'neo-classical']"
Blow The Wind Southerly (Arr. Kanneh-Mason),Traditional,1U5zgr455OGyIkLNXvDdrf,classical,['sleep']
These Days - Solo Piano Version,Alexis Ffrench,58R31AvN8JMHM7xkNpVLjX,classical,['neo-classical']
All Human Beings (Voiceless Mix) - Pt. 3,Max Richter,2VZNmg4vCnew4Pavo8zDdW,classical,"['compositional ambient', 'post-minimalism', 'soundtrack']"
Blue Train - Remastered 2003,John Coltrane,2hGh5VOeeqimQFxqXvfCUf,jazz,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone']"
It Could Happen To You,Miles Davis Quintet,71Ur25Abq58vksqJINpGdx,jazz,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion']"
Joy Spring,Clifford Brown,1HJHwWck1EY096ea2iPAHO,jazz,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'stride', 'swing', 'vocal jazz']"
Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,Freddie Hubbard,0fTHKjepK5HWOrb2rkS5Em,jazz,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'vocal jazz']"
This I Dig Of You - Remastered 1999/Rudy Van Gelder Edition,Hank Mobley,5cbutZUQE7SUCA6MsEMbBv,jazz,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz', 'stride']"
Ke Nako,Bokani Dyer,1BEfHN0wvVGDXaQCWDqIyy,jazz,['south african jazz']
Welcome to the Hills,Yussef Dayes,2rspptKP0lPBdlJJAJHqht,jazz,"['british jazz', 'indie jazz', 'indie soul']"
Nuda Sorgente,Lorenzo Morresi,5KgrjZAqa9vYxxza7MDDW2,jazz,[]
Floating Island,Matthew Halsall,0Cioop2zjxXxtcPUme7R46,jazz,"['contemporary jazz', 'indie jazz', 'indie soul', 'jazz brass', 'nu jazz']"
Não Tem Nada Não,Kaidi & NK-OK,7jDA84G7dkwJAGstQhFbhd,jazz,[]
I Think It's Going to Rain Today,Lucia Cadotsch,6fjIC3dxUYTL8eOzxbU1Ou,jazz,['swiss jazz']
ignorance is bliss,Kei Matsumaru,3mHyQil6LHrtKvJ2hrFN6e,jazz,[]
Tidal,Nicole McCabe,00yDWlggrS34V03oLFjMbl,jazz,[]
In the Shadow of Joe Oliver,Branford Marsalis,1gPY6jETlC02stpXOUmSBH,jazz,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz saxophone', 'new orleans jazz']"
I Had a Dream,Chris Potter,4hdVPbHhsWAn2XTXVRJoxB,jazz,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz saxophone']"
Together,Matthew Halsall,0Cioop2zjxXxtcPUme7R46,jazz,"['contemporary jazz', 'indie jazz', 'indie soul', 'jazz brass', 'nu jazz']"
Misty - Remastered 2020,Erroll Garner,6C65D20ASusYqHGSIktfED,jazz,"['adult standards', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
Simplicity,Edward Simon,0FAC6FNPb4LsY5uyp0xTWF,jazz,"['contemporary jazz', 'contemporary post-bop', 'jazz venezolano', 'modern jazz piano']"
Clouds,Portraits in Jazz,7c7414LKkYnuDPlkrwDg9a,jazz,[]
Our Son,Al Foster,4PqV4TEgVltnn4N47ODKV6,jazz,['jazz drums']
Blues Walk,Lou Donaldson,1z3BNUSDJB5V6sCYKJWH4q,jazz,[]
Moanin',Art Blakey,6QQuESLtKhAOcLW2TeWC2t,jazz,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz drums', 'jazz fusion', 'soul jazz']"
Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,jazz,"['bebop', 'contemporary post-bop', 'cool jazz', 'funk', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz']"
One For Daddy-O - Remastered,Cannonball Adderley,5v74mT11KGJqadf9sLw4dA,jazz,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz fusion', 'soul jazz', 'swing', 'vocal jazz']"
Book Of Slim,Gene Harris & The Three Sounds,7wpE9ePlaLVOdFrSs9BX8B,jazz,"['jazz funk', 'soul jazz']"
Mighty Soul,Langhorne Slim,099toTcKJoywTosZr2hHjy,roots,"['anti-folk', 'deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'stomp and holler']"
Going In,Wild Child,1xLMexpeeTKQ20SwGMaGSK,roots,"['austin americana', 'austindie', 'deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'stomp and holler']"
Barbaro,Barbaro,56xyoM0kp95h5kVkAjoOMq,roots,"['jamgrass', 'midwest americana']"
Rubber,Ruston Kelly,5zuqnTZOeJzI0N0yQ7XA7I,roots,"['acoustic pop', 'deep new americana', 'new americana']"
For All You Give (feat. Lucy Rose),The Paper Kites,79hrYiudVcFyyxyJW0ipTy,roots,"['australian indie folk', 'indie folk', 'stomp and holler']"
Calico,Haux,1ifC4znYCvmMSJ0rght5JS,roots,"['indie anthem-folk', 'indie cafe pop', 'indie folk', 'vapor soul']"
The Only Thing I Fear,Joshua Burnside,244AFgFclA9c1IcjWOAqoV,roots,"['indie folk', 'irish singer-songwriter', 'new americana']"
There's A Place,Roo Panes,0XHM5ZNJDU8e4CfbWMeSzC,roots,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']"
Undertow,Lisa Hannigan,0z7Yuv7DuDQ5SaVn4VSlLt,roots,"['chamber pop', 'irish singer-songwriter']"
when i look at you.,Rosie Carney,3Aut8hgiqZSy2qmJluZMU9,roots,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter']"
Work Song,Hozier,2FXC3k01G6Gw61bmprjgqS,roots,"['irish singer-songwriter', 'modern rock', 'pop']"
Workin' Woman Blues,Valerie June,4QZdOCb3UacKbQ1ybDFAKM,roots,"['indie folk', 'memphis americana', 'new americana']"
Emmylou,First Aid Kit,21egYD1eInY6bGFcniCRT1,roots,"['indie folk', 'stomp and holler', 'swedish americana', 'swedish country']"
The Joke,Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej,roots,"['acoustic pop', 'folk', 'indie folk', 'indie pop', 'lilith', 'modern folk rock', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']"
If We Were Vampires,Jason Isbell and the 400 Unit,3Lg3FGwBxOGuefqekQzRUf,roots,"['alternative country', 'folk', 'new americana', 'roots rock', 'stomp and holler']"
Highwomen,The Highwomen,3iyG1duuxWpcuWa57VSeZ0,roots,"['contemporary country', 'indie folk', 'new americana']"
The Trouble with Wanting,Joy Williams,4TCXgdDPm10ensLNCVnIYa,roots,"['acoustic pop', 'christian indie', 'indie folk', 'indiecoustica', 'nashville americana', 'nashville singer-songwriter', 'new americana']"
Call My Name - Acoustic,I'm With Her,3oXddLOOjkoUuC2sX1RMdr,roots,"['indie folk', 'new americana', 'progressive bluegrass']"
Thousand (feat. Lisa Hannigan),Rosie Carney,3Aut8hgiqZSy2qmJluZMU9,roots,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter']"
Pharmakon,Humbird,0RLSq3hJOLcEezH3rTpnsB,roots,['midwest americana']
Unveiled,Loah,3smkUIA0gfguE46oluw954,roots,['irish pop']
The Trouble with Wanting,Joy Williams,4TCXgdDPm10ensLNCVnIYa,roots,"['acoustic pop', 'christian indie', 'indie folk', 'indiecoustica', 'nashville americana', 'nashville singer-songwriter', 'new americana']"
All the Pretty Girls - Recorded at Spotify Studios NYC,KALEO,7jdFEYD2LTYjfwxOdlVjmc,roots,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']"
Warped Window,Anna Mieke,52HjDHLlkCYt5Pemr9wefL,roots,[]
Nothing Arrived - Live from Spotify London,Villagers,2m1l9MLSslzup4vvokKgvQ,roots,"['chamber pop', 'indie folk', 'indie rock', 'stomp and holler']"
I Heard It Through The Grapevine,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']"
I Want You Back,The Jackson 5,2iE18Oxc8YSumAU232n4rW,soul,"['motown', 'soul']"
My Girl,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,soul,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
Someday We'll Be Together,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,soul,"['classic girl group', 'motown', 'soul']"
Give It To Me Baby,Rick James,0FrpdcVlJQqibaz5HfBUrL,soul,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'synth funk']"
Ain't No Mountain High Enough,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']"
What Becomes Of The Brokenhearted - Single Version,Jimmy Ruffin,0hF0PwB04hnXfYMiZWfJzy,soul,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']"
Nowhere To Run - Single Version / Mono,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']"
It Takes Two,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']"
Shotgun,Jr. Walker & The All Stars,1rHh0AI30JhKrbzKIFjFNd,soul,"['brill building pop', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']"
My Guy,Mary Wells,1cjZk1xXn3YCToNg3uJpA7,soul,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul']"
Needle In A Haystack,The Velvelettes,72Q7helEnjOptf8FAoZQTi,soul,"['brill building pop', 'classic girl group', 'motown', 'soul']"
You've Been In Love Too Long - Single Version,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']"
If I Were Your Woman,Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,soul,"['brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
Love Child,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,soul,"['classic girl group', 'motown', 'soul']"
What's Going On,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']"
I Should Be Proud,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']"
Ball Of Confusion (That's What The World Is Today),The Temptations,3RwQ26hR2tJtA8F9p2n7jG,soul,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
War,Edwin Starr,1B8AXU6gIIafpyLEpbcv1u,soul,"['classic soul', 'motown', 'northern soul', 'quiet storm', 'soul', 'southern soul']"
Friendship Train,Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,soul,"['brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
Come And Get These Memories,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,soul,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']"
Cloud Nine,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,soul,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
Reach Out I'll Be There - Single Version / Mono,Four Tops,7fIvjotigTGWqjIz6EP1i4,soul,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']"
Where Did Our Love Go,The Supremes,57bUPid8xztkieZfS7OlEV,soul,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
Shop Around,The Miracles,6TqQLejnHXMGr7KcegxUND,soul,"['brill building pop', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']"
Words Ain't Enough,Tessa Violet,5DD5GZd4ElmQTy9NleMvKJ,dinner,['indie pop']
I’m Okay Though,Sara Kays,7Lk9V7E1u5gqSHmtcKlOqH,dinner,"['modern indie pop', 'pop', 'social media pop']"
Take It With Me,S. Carey,2LSJrlndCuTpdEluvYHc2E,dinner,"['chamber pop', 'eau claire indie', 'indie anthem-folk', 'indie folk', 'new americana', 'stomp and holler']"
don't waste your time,slchld,33crDRqANd3NQHJagZkQ7O,dinner,"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'pop']"
Sundowner,Kevin Morby,6fxk3UXHTFYET8qCT9WlBF,dinner,"['art pop', 'freak folk', 'indie folk', 'indie rock', 'kc indie', 'modern folk rock', 'soul', 'stomp and holler']"
Stella By Starlight,Herlin Riley,5FuXrmOgtBTlGDUP1O41Ir,dinner,"['jazz drums', 'new orleans jazz']"
Cedar Waltzin' ~ Don't You Worry 'bout a Thing,Eric Reed,6aIBBSprVv4xXTT6vzONXU,dinner,"['contemporary post-bop', 'modern jazz piano']"
Captain’s Song,Connie Han,05u1DXPSD35OnIBPXFogTG,dinner,[]
L.A. 58,Aldo Romano,1Z0lthC9NP1vvut7ijv3FF,dinner,"['contemporary jazz', 'italian contemporary jazz', 'italian jazz']"
All Things Considered,Andy Laverne,0wHlC8tumVxWRyxKutlQUm,dinner,['modern jazz piano']
anywhere,Jonah Yano,4Js9qeA7KMFyjBYHEjFaeJ,dinner,[]
Ophelia,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,dinner,"['folk-pop', 'modern rock', 'stomp and holler']"
Power Over Me,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,dinner,"['folk-pop', 'irish pop', 'pop']"
The Girl,City and Colour,74gcBzlQza1bSfob90yRhR,dinner,"['canadian folk', 'canadian indie']"
Georgia,Vance Joy,10exVja0key0uqUkk6LJRT,dinner,"['folk-pop', 'modern rock', 'pop', 'pop rock']"
Ocean,Gradient Island,2L6LmEsTHaUiSr1cxjbT0U,dinner,[]
That Something,Jones Meadow,3MK71khOrqZwGpyfYzwKXR,dinner,"['chill beats', 'chill out']"
Moments of Clarity,Gallway Flex,6DZylFpDS9LLQYsGRUpa9t,dinner,['chill out']
Train 201,Raytone,2NPLOBwaiAlh3vy1F37Fsy,dinner,['chill out']
Taormina,Deep Divers,7tGdyfb73OP7XB3hZNLUZL,dinner,['background music']
La del bar,Gèrard,71Cp3TYbeCYy1KmkGlF10z,dinner,['latin talent show']
Mar Y Cielo,La Marisoul,71thoyIIWlcK2fL2dCSsCE,dinner,[]
Lo Mismo Que Usted,Pantoja,1sSMrejChoHWBnCe7w6fKc,dinner,"['colombian indie', 'colombian pop']"
Calaveras y Diablitos,Los Fabulosos Cadillacs,2FS22haX3FYbyOsUAkuYqZ,dinner,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']"
Oye Como Va,Faul & Wad Ad,6HUm6AHJE0oisACMN6NNJ5,dinner,['tropical house']
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,2ekjTXgjxbWwBX5lTAj4DU,romance,"['adult standards', 'album rock', 'disco', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
Hard to Say I'm Sorry - 2007 Remaster,Chicago,3iDD7bnsjL9J4fO298r0L0,romance,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
Every Breath You Take,The Police,5NGO30tJxFlKixkPSgXcFE,romance,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
Heaven,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,romance,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']"
All Out of Love,Air Supply,4xXCRXOfQKQ2gjWxNhNzYW,romance,"['adult standards', 'mellow gold', 'soft rock']"
Iris,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,romance,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
Torn - Acoustic MTV Unplugged,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,romance,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']"
Crash into Me,Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,romance,"['jam band', 'neo mellow', 'pop rock']"
Fade Into You,Mazzy Star,37w38cCSGgKLdayTRjna4W,romance,"['alternative rock', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']"
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,romance,"['album rock', 'classic rock', 'hard rock', 'rock']"
Slow Down,VanJess,0Ek89uaJyo6NfWK22awFvI,romance,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul']"
You Got It,Vedo,3wVXTWabe3viT0jF7DfjOL,romance,['pop r&b']
Dead Man Walking,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,romance,"['dmv rap', 'rap']"
I Like,ROE,07JjZMOwidxS5bcgvilg2y,romance,"['chill r&b', 'indie r&b']"
Opia,Savannah Ré,3qfqqDpGv4XNfa3G0EfP9s,romance,"['alternative r&b', 'canadian contemporary r&b', 'indie r&b']"
Forever After All,Luke Combs,718COspgdWOnwOFpJHRZHS,romance,['contemporary country']
The Bones,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,romance,"['contemporary country', 'texas country']"
The Good Ones,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,romance,['contemporary country']
Got What I Got,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,romance,"['contemporary country', 'country', 'country road']"
Love You Like I Used To,Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,romance,"['contemporary country', 'country', 'country road', 'modern country rock']"
Make You Feel My Love,Adele,4dpARuHxo51G3z768sgnrY,romance,"['british soul', 'pop', 'pop soul', 'uk pop']"
Your Song,Elton John,3PhoLpVuITZKcymswpck5b,romance,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
All of Me,John Legend,5y2Xq6xcjJb2jVM54GHK3t,romance,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
At Last - Single Version,Etta James,0iOVhN3tnSvgDbcg25JoJb,romance,"['adult standards', 'jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']"
Beyond,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,romance,"['modern blues', 'soul']"
CALL ME BABY,EXO,3cjEqqelV9zb4BYE3qDQ4O,kpop,"['k-pop', 'k-pop boy group']"
Hello,CHEN,0UEP2XBR9aC5NBKcAKnBIq,kpop,"['k-pop', 'korean pop']"
Monster,EXO,3cjEqqelV9zb4BYE3qDQ4O,kpop,"['k-pop', 'k-pop boy group']"
Your moonlight,CHEN,0UEP2XBR9aC5NBKcAKnBIq,kpop,"['k-pop', 'korean pop']"
으르렁 Growl,EXO,3cjEqqelV9zb4BYE3qDQ4O,kpop,"['k-pop', 'k-pop boy group']"
Panorama,IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,kpop,"['k-pop', 'k-pop girl group']"
LAST PIECE,GOT7,6nfDaffa50mKtEOwR8g4df,kpop,"['k-pop', 'k-pop boy group']"
Life Goes On,BTS,3Nrfpe0tUJi4K4DXYWgMUX,kpop,"['k-pop', 'k-pop boy group']"
Better,BoA,4muJrGMndyYWqZtfk8OWy4,kpop,"['j-idol', 'k-pop']"
Christmassy!,THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,kpop,"['k-pop', 'k-pop boy group']"
Black Mamba,aespa,6YVMFz59CuY7ngCxTxjpxE,kpop,[]
Panorama,IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,kpop,"['k-pop', 'k-pop girl group']"
Dream of You (with R3HAB),CHUNG HA,2PSJ6YriU7JsFucxACpU7Y,kpop,['k-pop']
90's Love,NCT U,3paGCCtX1Xr4Gx53mSeZuQ,kpop,"['k-pop', 'k-pop boy group']"
Given-Taken,ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,kpop,[]
Christmassy!,THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,kpop,"['k-pop', 'k-pop boy group']"
Better,BoA,4muJrGMndyYWqZtfk8OWy4,kpop,"['j-idol', 'k-pop']"
Panorama,IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,kpop,"['k-pop', 'k-pop girl group']"
LAST PIECE,GOT7,6nfDaffa50mKtEOwR8g4df,kpop,"['k-pop', 'k-pop boy group']"
Black Mamba,aespa,6YVMFz59CuY7ngCxTxjpxE,kpop,[]
Monsters (feat. blackbear),All Time Low,46gyXjRIvN1NL1eCB8GBxo,punk,"['modern rock', 'pop punk', 'post-teen pop', 'rock']"
What's My Age Again?,blink-182,6FBDaR13swtiWwGhX1WQsP,punk,"['pop punk', 'punk', 'socal pop punk']"
The Anthem,Good Charlotte,5aYyPjAsLj7UzANzdupwnS,punk,"['alternative metal', 'pop punk']"
Fat Lip,Sum 41,0qT79UgT5tY4yudH9VfsdT,punk,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk']"
"Sugar, We're Goin Down",Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,punk,"['emo', 'modern rock', 'pop punk']"
I'm Not Okay (I Promise),My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,punk,"['emo', 'modern rock', 'pop punk', 'rock']"
Stupid For You,Waterparks,3QaxveoTiMetZCMp1sftiu,punk,"['modern alternative rock', 'modern rock', 'neon pop punk', 'pixie', 'pop punk', 'rock', 'social media pop', 'texas pop punk']"
bloody valentine,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,punk,"['ohio hip hop', 'pop rap']"
my ex's best friend (with blackbear),Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,punk,"['ohio hip hop', 'pop rap']"
Pressure,Paramore,74XFHRwlV6OrjEM0A2NCMF,punk,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
Accident Prone,Jawbreaker,4bcaz6nXnH8LTRiXALe8XV,punk,"['alternative emo', 'alternative pop', 'alternative rock', 'emo', 'emo punk', 'indie punk', 'indie rock', 'melodic hardcore', 'orgcore', 'post-hardcore', 'punk', 'skate punk']"
In Circles - Remastered,Sunny Day Real Estate,2lZkXWxkZsZzBocxMjN1or,punk,"['alternative rock', 'emo', 'emo punk', 'indie rock', 'midwest emo', 'modern rock', 'post-hardcore', 'screamo']"
Standing on the Edge of Summer,Thursday,61awhbNK16ku1uQyXRsQj5,punk,"['dreamo', 'emo', 'new jersey hardcore', 'pop punk', 'post-hardcore', 'screamo']"
Never Meant,American Football,5FwydyGVcsQllnM4xM6jw4,punk,"['alternative emo', 'emo', 'midwest emo']"
Action & Action,The Get Up Kids,54Bjxn26WsjfslQbNVtSCm,punk,"['dreamo', 'emo', 'emo punk', 'kc indie', 'midwest emo', 'pop punk', 'post-hardcore']"
Mother Mary,Far,0GQXHlIz6zMT0IeXQq26Pt,punk,"['emo', 'emo punk', 'post-hardcore']"
Napoleon Solo,At The Drive In,5E2rtn57BM2WPjwak4kGd5,punk,"['alternative metal', 'alternative rock', 'dance-punk', 'el paso indie', 'indie rock', 'modern rock', 'post-hardcore']"
Jude Law And A Semester Abroad,Brand New,168dgYui7ExaU612eooDF1,punk,"['emo', 'screamo']"
Shoulder to the Wheel,Saves The Day,5gWhlJBlLQGLOgYWO8lwCU,punk,"['alternative emo', 'dreamo', 'emo', 'melodic hardcore', 'new jersey hardcore', 'pop punk', 'post-hardcore', 'screamo']"
Back And To The Left,Texas Is The Reason,7rXo5QTwwFBYZ5Z3veUVg8,punk,"['emo', 'emo punk', 'midwest emo', 'post-hardcore']"
Cross Road Blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,blues,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']"
Old devils,William Elliott Whitmore,55N838yCXjxLVkBkIM5pnf,blues,"['iowa indie', 'new americana', 'stomp and holler']"
Seven Hells,Brown Bird,5zzbSFZMVpvxSlWAkqqtHP,blues,"['maine indie', 'new americana', 'rhode island indie', 'stomp and holler']"
The High Price of Inspiration,Hard Working Americans,5HFE1NUz1561kJM2lHI6AF,blues,"['jam band', 'roots rock']"
Crossroads,John Mayer,0hEurMDQu99nJRq8pTxO14,blues,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
Restless Sinner,Black Rebel Motorcycle Club,1tpXaFf2F55E7kVJON4j4G,blues,"['alternative rock', 'blues rock', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'permanent wave', 'rock']"
The Devil Wears a Suit and Tie,Colter Wall,3xYXYzm9H3RzyQgBrYwIcx,blues,"['canadian americana', 'canadian contemporary country', 'new americana', 'outlaw country', 'saskatchewan indie']"
Me and the Devil Blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,blues,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']"
Graveyard,The Devil Makes Three,63knPlGzLHTNDf1J78Fvte,blues,"['new americana', 'progressive bluegrass', 'stomp and holler', 'western americana']"
Devil's Gonna Git You,Bessie Smith,5ESobCkc6JI4tIMxQttqeg,blues,"['blues', 'harlem renaissance', 'jazz blues', 'traditional blues', 'vocal jazz']"
Devil's Resting Place,Laura Marling,7B2edU3Q7btJoNsoHCNohM,blues,"['art pop', 'british folk', 'british singer-songwriter', 'chamber pop', 'chamber psych', 'indie folk', 'singer-songwriter', 'stomp and holler']"
Bad Things,Jace Everett,47DQBkDU2VieRG0aJUcPJs,blues,['modern blues rock']
Evil Devil Woman Blues,Memphis Minnie & Kansas Joe,2Dp1cq7ozeGAHEPlFVDksl,blues,"['memphis blues', 'vintage swing']"
Blue Guitar,Earl Hooker,3Ev1WS21x5Jav9j214A19O,blues,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'traditional blues']"
Blue Guitar Stomp,Buddy Burton & Fats Hudson,4kxaEivs44vtMnKyDabMkF,blues,[]
Blue Guitar,Willie Kent,7HmW0ENiK2RblSh3CpOAnR,blues,"['chicago blues', 'electric blues']"
