song,song_id,artist,artist_id,category,genres,filtered_genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Rubber,3dsZCq57TheazHh1GVAJwO,Ruston Kelly,5zuqnTZOeJzI0N0yQ7XA7I,roots,"['new', 'contemporary', 'deep', 'acoustic']","['new', 'contemporary', 'deep', 'acoustic']",0.55,0.501,4,-8.527,1,0.0324,0.624,1.74e-06,0.0962,0.148,130.283,198373,4
For All You Give (feat. Lucy Rose),3GVCqeU1ckkSJtY86bwGSs,The Paper Kites,79hrYiudVcFyyxyJW0ipTy,roots,"['stomp', 'australian', 'indie']","['australian', 'indie']",0.498,0.141,11,-17.14,0,0.0386,0.956,0.00348,0.109,0.352,139.099,191235,4
Calico,7EWwiyBXMaLzoSXwWZkYyU,Haux,1ifC4znYCvmMSJ0rght5JS,roots,"['vapor', 'indie']",['indie'],0.353,0.239,0,-16.256,1,0.036,0.929,0.589,0.0681,0.299,106.79,231000,3
The Only Thing I Fear,78xk8iamPxnraeoDComAta,Joshua Burnside,244AFgFclA9c1IcjWOAqoV,roots,"['new', 'irish', 'indie']","['new', 'irish', 'indie']",0.434,0.0406,2,-16.836,1,0.036,0.979,1.54e-05,0.113,0.229,76.204,210207,4
There's A Place,1dNDxVM1HDpdKgon58QvtU,Roo Panes,0XHM5ZNJDU8e4CfbWMeSzC,roots,"['indiecoustica', 'british', 'stomp', 'indie', 'new']","['british', 'indie', 'new']",0.408,0.363,2,-13.949,1,0.0284,0.528,0.0538,0.0868,0.212,131.249,368494,4
Undertow,00C5llfInrmXgjBrT40L1J,Lisa Hannigan,0z7Yuv7DuDQ5SaVn4VSlLt,roots,"['chamber', 'irish']","['chamber', 'irish']",0.641,0.303,9,-12.443,0,0.0259,0.959,0.00252,0.0582,0.264,97.042,204120,4
when i look at you.,2Hf4lbVibsJo6u6cFAxwdQ,Rosie Carney,3Aut8hgiqZSy2qmJluZMU9,roots,"['irish', 'indie']","['irish', 'indie']",0.545,0.246,9,-11.65,1,0.0302,0.696,0.00463,0.136,0.0986,110.1,232800,4
Work Song,5TgEJ62DOzBpGxZ7WRsrqb,Hozier,2FXC3k01G6Gw61bmprjgqS,roots,"['pop', 'irish', 'modern']","['pop', 'irish', 'modern']",0.531,0.363,10,-7.672,1,0.0608,0.749,0.0,0.112,0.259,121.412,229720,4
Workin' Woman Blues,58KQWfgO3DEu4kHlsmQEXz,Valerie June,4QZdOCb3UacKbQ1ybDFAKM,roots,"['new', 'memphis', 'indie']","['new', 'memphis', 'indie']",0.59,0.576,0,-7.925,0,0.029,0.297,0.0145,0.123,0.595,123.339,185507,4
Emmylou,5yQrOvXWli8C7R6j56rowR,First Aid Kit,21egYD1eInY6bGFcniCRT1,roots,"['stomp', 'swedish', 'indie']",['indie'],0.512,0.612,6,-5.831,1,0.0293,0.469,0.000144,0.1,0.371,88.271,258000,4
The Joke,18k8IlS52uxRWObykDUZFG,Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej,roots,"['lilith', 'folk', 'pop', 'neo', 'indie', 'stomp', 'acoustic', 'modern', 'new']","['pop', 'neo', 'indie', 'acoustic', 'modern', 'new']",0.236,0.578,7,-5.477,1,0.0404,0.327,0.00015,0.206,0.227,75.367,279373,4
If We Were Vampires,250RLekaiL1q9qZer975Eg,Jason Isbell and the 400 Unit,3Lg3FGwBxOGuefqekQzRUf,roots,"['roots', 'alternative', 'folk', 'stomp', 'new']","['roots', 'alternative', 'new']",0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564,4
Highwomen,0CTNLJMN9dMG4cl5qgsZSv,The Highwomen,3iyG1duuxWpcuWa57VSeZ0,roots,"['new', 'contemporary', 'indie']","['new', 'contemporary', 'indie']",0.554,0.47,8,-6.604,0,0.0548,0.77,2.6e-06,0.106,0.346,95.598,212480,4
The Trouble with Wanting,5ZUObJNpVt2l9GogUSfALc,Joy Williams,4TCXgdDPm10ensLNCVnIYa,roots,"['indie', 'christian', 'acoustic', 'new', 'nashville']","['indie', 'christian', 'acoustic', 'new']",0.396,0.198,2,-9.096,1,0.031,0.912,0.0,0.0972,0.19,138.624,235587,3
Call My Name - Acoustic,3cTbjXWKsCm1hg3TrUlFXC,I'm With Her,3oXddLOOjkoUuC2sX1RMdr,roots,"['new', 'progressive', 'indie']","['new', 'indie']",0.57,0.186,8,-10.603,1,0.0318,0.93,0.0,0.115,0.319,76.45,197458,4
Thousand (feat. Lisa Hannigan),2QlPMIhutG3WHV26Eza8u9,Rosie Carney,3Aut8hgiqZSy2qmJluZMU9,roots,"['irish', 'indie']","['irish', 'indie']",0.676,0.198,1,-13.91,1,0.0333,0.943,0.0132,0.104,0.125,118.004,206440,4
Pharmakon,2J2oWsC3KGoqdUMIwcMRMU,Humbird,0RLSq3hJOLcEezH3rTpnsB,roots,['midwest'],['midwest'],0.687,0.234,9,-12.559,1,0.029,0.848,7.72e-06,0.116,0.339,95.023,155352,4
Unveiled,1JGsfgp6yMzTqTQvDTtXos,Loah,3smkUIA0gfguE46oluw954,roots,['irish'],['irish'],0.627,0.153,4,-11.627,0,0.0326,0.844,0.0,0.108,0.365,135.922,252581,4
The Trouble with Wanting,5ZUObJNpVt2l9GogUSfALc,Joy Williams,4TCXgdDPm10ensLNCVnIYa,roots,"['indie', 'christian', 'acoustic', 'new', 'nashville']","['indie', 'christian', 'acoustic', 'new']",0.396,0.198,2,-9.096,1,0.031,0.912,0.0,0.0972,0.19,138.624,235587,3
All the Pretty Girls - Recorded at Spotify Studios NYC,2Sqv9Ne6ibOZsKxY7o0t6t,KALEO,7jdFEYD2LTYjfwxOdlVjmc,roots,"['icelandic', 'modern']",['modern'],0.471,0.273,1,-10.072,1,0.0324,0.845,0.0,0.12,0.188,138.683,307173,4
Warped Window,0C0ESa1ZZ5taXaYUxwnvx9,Anna Mieke,52HjDHLlkCYt5Pemr9wefL,roots,[],[],0.514,0.0533,8,-16.276,1,0.045,0.932,1.16e-05,0.113,0.176,113.861,295266,4
Nothing Arrived - Live from Spotify London,4JKHACLkotsxdKNF9vJYOS,Villagers,2m1l9MLSslzup4vvokKgvQ,roots,"['chamber', 'stomp', 'indie']","['chamber', 'indie']",0.579,0.415,7,-11.599,1,0.0397,0.929,0.0018,0.671,0.42,102.713,219093,4
Budum,4yGNNviGXeLZlf70IwWwEK,Jada Kingdom,2FgooFaZzZy6PUyJImk0kG,caribbean,"['dancehall', 'modern']","['dancehall', 'modern']",0.599,0.732,7,-6.223,1,0.0851,0.223,0.0283,0.09,0.398,95.015,165480,4
Lighter,7CUN0vUHWCCC6k0q7VetJe,Tarrus Riley,4frHO7KPcfMjhnVdIMJ98c,caribbean,"['roots', 'lovers', 'dancehall', 'reggae', 'jawaiian', 'modern']","['roots', 'dancehall', 'reggae', 'modern']",0.519,0.682,1,-5.642,0,0.138,0.162,0.0,0.1,0.21,177.844,124516,4
Call Me If,7LzpbhQyI2HIyk73V8UE6r,Dexta Daps,28UDeKu2FPrU0T7dpUiSGY,caribbean,"['riddim', 'dancehall', 'modern']","['dancehall', 'modern']",0.482,0.835,7,-4.321,0,0.231,0.529,0.0,0.117,0.678,102.02,240000,4
Lockdown,0izUjTuDrUy2FgQOSRALSU,Koffee,1gWjcmBsveEYMxOZ0VRi32,caribbean,"['dancehall', 'modern']","['dancehall', 'modern']",0.779,0.72,6,-4.702,0,0.2,0.149,0.0,0.212,0.62,94.021,179737,4
Gal Policy,7yJG5oJwYfom8AVXDcgFLx,Kranium,1LKo6ZA3RNvKtLa6zDu32S,caribbean,"['basshall', 'dancehall']",['dancehall'],0.606,0.61,2,-5.279,1,0.392,0.424,0.0,0.165,0.685,129.989,136827,5
Ocean Wave,4eTwvH4pVt5U4kPfYgQQ19,Alkaline,2LIAgeQ5NZurwixfoG3CWZ,caribbean,['dancehall'],['dancehall'],0.674,0.723,2,-4.142,1,0.295,0.396,0.0,0.26,0.614,130.63,163866,5
Breaking News,48OnqvjzYG8RYuyjXGquDg,Dexta Daps,28UDeKu2FPrU0T7dpUiSGY,caribbean,"['riddim', 'dancehall', 'modern']","['dancehall', 'modern']",0.716,0.663,6,-5.461,1,0.208,0.425,0.0,0.0873,0.513,95.153,207158,4
Hot,4phV4ac8Eeq8uRvz5jPyls,Skillibeng,5FkUhnHQ0KC63549LHHtst,caribbean,"['dancehall', 'modern']","['dancehall', 'modern']",0.831,0.733,6,-7.001,0,0.135,0.0323,0.00651,0.073,0.791,103.042,158369,4
Seen It Before,4mTLZlpJvPxZEulV2H0kP4,Busy Signal,4RfTXjK9aiiIKDaKUHpL57,caribbean,"['lovers', 'dancehall', 'reggae']","['dancehall', 'reggae']",0.686,0.683,0,-5.57,0,0.415,0.0478,0.0,0.165,0.649,101.852,200383,4
Promise,40w9HRXfnkLTDLGcX8gNDp,Masicka,2Gzy8TYJ5xrEMDyUjZuDsK,caribbean,"['soca', 'dancehall', 'modern']","['dancehall', 'modern']",0.654,0.679,1,-6.757,0,0.226,0.173,0.0,0.134,0.111,132.924,219870,5
Tell Me What a Gwan,5l7O8Wh0hHlX6QxgJWJGiX,Hughie Izachaar,4XOqxT7b046CkozVCAFV2F,caribbean,['uk'],['uk'],0.728,0.429,2,-12.365,1,0.229,0.252,0.000618,0.308,0.748,89.823,279382,4
So Dangerous - Dub Mix,7juk6oXn7OuLZofybwUJGe,Anthony B,7Lij2ZLJJQOfGojVR3Wmqa,caribbean,"['roots', 'lovers', 'dancehall', 'reggae', 'modern', 'old', 'french']","['roots', 'dancehall', 'reggae', 'modern', 'french']",0.797,0.528,1,-8.298,0,0.266,0.356,0.00185,0.166,0.764,154.067,177662,4
Afrikan Children,4c8z56rvgeuTfJ7Pm9XGeE,Salaam Remi,0rlS0SzVFk8BoiAW0fGBbN,caribbean,"['hip', 'alternative', 'indie']","['hip', 'alternative', 'indie']",0.569,0.86,8,-3.242,0,0.0514,0.0018,2.63e-06,0.326,0.504,91.0,218676,4
Crazy in Love,3qiAxasIFurgBRkOfaALAU,Christopher Martin,3dXC1YPbnQPsfHPVkm1ipj,caribbean,"['lovers', 'soca', 'dancehall', 'reggae', 'riddim', 'modern']","['dancehall', 'reggae', 'modern']",0.546,0.488,11,-6.92,1,0.12,0.596,0.0,0.0858,0.568,145.867,236712,4
Come Inna The Dance,6PypmvbTpaIMtrnd1IDGta,Buju Banton,4wLAjfeqAsV66AocWNcowA,caribbean,"['roots', 'lovers', 'dancehall', 'reggae', 'modern']","['roots', 'dancehall', 'reggae', 'modern']",0.689,0.718,11,-7.916,1,0.216,0.25,0.0,0.069,0.968,158.093,214213,4
Nice Up The Dance,2KR1FKbtBscgImHlKdoVyj,Kabaka Pyramid,10p1CDVyRIkR2ybAu7SbVH,caribbean,"['dancehall', 'modern', 'reggae']","['dancehall', 'modern', 'reggae']",0.693,0.756,0,-2.918,0,0.27,0.0798,0.0,0.121,0.745,81.986,212796,4
Switch It Up (feat. Koffee),5RPuPEZ0HiXPTnzwqfJMa8,Protoje,7BGR8y1VZAWK2oR4zD9COr,caribbean,"['dancehall', 'modern']","['dancehall', 'modern']",0.781,0.831,10,-6.061,0,0.111,0.0596,0.0,0.187,0.661,139.98,234920,4
Higher Place,6jQB97LaIftgb81KhkisXl,Skip Marley,4ryoUS0W8qXokfMxrlJt6O,caribbean,['modern'],['modern'],0.592,0.53,0,-7.619,1,0.126,0.719,0.0,0.163,0.325,124.832,203078,4
Pressure (feat. Buju Banton) - Remix,3mjsWpaYzIWJQcYgO7VtUA,Koffee,1gWjcmBsveEYMxOZ0VRi32,caribbean,"['dancehall', 'modern']","['dancehall', 'modern']",0.567,0.765,5,-3.172,0,0.262,0.176,0.0,0.0666,0.565,75.656,238576,4
Like Royalty (feat. Popcaan),4ezz5XTWn8PPTuDagSM8pH,Protoje,7BGR8y1VZAWK2oR4zD9COr,caribbean,"['dancehall', 'modern']","['dancehall', 'modern']",0.699,0.742,4,-7.288,0,0.169,0.033,0.0,0.0508,0.54,79.981,245987,4
Punanny Medley,5GEid99RgStd0cQIhAlGHQ,Elephant Man,6NOvBZrkd83MSD51xkq4on,caribbean,"['soca', 'dancehall', 'reggae', 'old']","['dancehall', 'reggae']",0.722,0.565,1,-5.601,1,0.375,0.128,0.0,0.056,0.685,118.804,231400,3
Bam Bam,7HuLDGGqjSPSigt8BiZ2ln,Chaka Demus & Pliers,6RQkaOWddQmiLLJqSgnTbm,caribbean,"['funana', 'reggae', 'lovers']",['reggae'],0.757,0.406,11,-11.024,0,0.115,0.00751,0.738,0.0638,0.904,95.076,244667,4
Sweat (A La La La La Long),1SssFw74DdHVjRa6ADggdD,Inner Circle,5os0Ltvz8Q8BvXOPOd1frx,caribbean,"['roots', 'reggae']","['roots', 'reggae']",0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,227067,4
Beautiful,3uz5tvXgo73lxn0mtYGP2h,Damian Marley,3QJzdZJYIAcoET1GcfpNGi,caribbean,"['modern', 'reggae']","['modern', 'reggae']",0.705,0.873,5,-5.022,0,0.111,0.0847,0.0,0.0445,0.831,92.979,287787,4
Life (Is What You Make of It),5fqE1rQxoS8D4plG8ZKMn5,Frighty,3sJ4PdcDMz8f54s58xsNzt,caribbean,[],[],0.708,0.738,6,-11.861,0,0.115,0.00524,0.00903,0.324,0.811,88.004,212997,4
Blue Train - Remastered 2003,6ZgaUtMlUzUf7SqbUUnfbu,John Coltrane,2hGh5VOeeqimQFxqXvfCUf,jazz,"['contemporary', 'cool', 'hard', 'jazz', 'free', 'bebop']","['contemporary', 'jazz']",0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,644013,4
It Could Happen To You,34xixFi5y3I5FIOH1ZWisx,Miles Davis Quintet,71Ur25Abq58vksqJINpGdx,jazz,"['contemporary', 'cool', 'hard', 'jazz', 'bebop']","['contemporary', 'jazz']",0.623,0.403,5,-11.121,0,0.0426,0.451,1.13e-05,0.448,0.631,93.911,396960,4
Joy Spring,2oMaXY0yiWhAEWD7SutXh2,Clifford Brown,1HJHwWck1EY096ea2iPAHO,jazz,"['swing', 'big', 'contemporary', 'cool', 'stride', 'hard', 'jazz', 'soul', 'bebop', 'vocal']","['contemporary', 'jazz', 'soul']",0.654,0.334,8,-12.662,1,0.0521,0.702,0.714,0.114,0.697,81.544,410667,4
Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,4N6JkrGD78eLooaTDmwo9s,Freddie Hubbard,0fTHKjepK5HWOrb2rkS5Em,jazz,"['free', 'big', 'avant-garde', 'contemporary', 'cool', 'hard', 'jazz', 'soul', 'bebop', 'vocal']","['contemporary', 'jazz', 'soul']",0.418,0.227,4,-15.537,0,0.0379,0.912,0.822,0.0956,0.21,103.586,395560,4
This I Dig Of You - Remastered 1999/Rudy Van Gelder Edition,5f0n6K8hW2RIVXuZjxO0bu,Hank Mobley,5cbutZUQE7SUCA6MsEMbBv,jazz,"['big', 'contemporary', 'cool', 'stride', 'hard', 'jazz', 'soul', 'bebop']","['contemporary', 'jazz', 'soul']",0.587,0.673,10,-7.858,1,0.0509,0.744,0.00618,0.0721,0.788,123.407,385867,4
Freedom at Sunset,5M12vJKPFvfQzMU4G6shfK,Doug Carn,1PWbiGBEBaiLJI0Lvhnoha,jazz,['jazz'],['jazz'],0.492,0.848,2,-9.147,1,0.052,0.128,0.858,0.0682,0.788,93.184,248947,4
Garden of Expression,00redmR41ypLVd6LwI1xOh,Joe Lovano,36YE6h8aN09ZKG4EhneDSf,jazz,"['avant-garde', 'contemporary', 'cool', 'hard', 'jazz', 'bebop']","['contemporary', 'jazz']",0.346,0.202,11,-18.786,0,0.0489,0.955,0.413,0.0855,0.0895,81.081,448418,5
Koch Loch,0cSeM8wBXWYCa24RSNamYG,Snazzback,3bD0qDLbGmvMvbaP8vHr9e,jazz,['uk'],['uk'],0.406,0.429,5,-12.95,0,0.0611,0.26,0.76,0.368,0.148,83.582,310154,4
Faye - Village Live,7A2Fpl8gfayOmCJSH0xFhm,Aver,0lBiVIJxGVqGyNkfjGuZKi,jazz,['jazztronica'],['jazztronica'],0.494,0.333,9,-16.546,0,0.0299,0.251,0.915,0.11,0.173,75.017,250781,4
Garden of Expression,00redmR41ypLVd6LwI1xOh,Joe Lovano,36YE6h8aN09ZKG4EhneDSf,jazz,"['avant-garde', 'contemporary', 'cool', 'hard', 'jazz', 'bebop']","['contemporary', 'jazz']",0.346,0.202,11,-18.786,0,0.0489,0.955,0.413,0.0855,0.0895,81.081,448418,5
Two Step (Honaunau Bay),2lrHZ7NP3KJhcicqLQvfCo,Mikko Karjalainen Fellowship Quintet,4SPFXhPsrRqMi2j0kaTawf,jazz,[],[],0.582,0.525,8,-9.64,1,0.0348,0.807,0.955,0.089,0.623,96.606,472347,4
Norale,1o2Wik3Vk02i7jeducN0Lf,Joel Remmel Trio,0elE7TYWyNHf9RDI0ZiSOt,jazz,['estonian'],['estonian'],0.442,0.436,10,-8.113,0,0.0285,0.559,0.385,0.159,0.2,103.915,430943,3
Walking Dream,4H0XkKyQm6eQjgh19KsUEH,Niclas Knudsen,7ErSwiH3ISJy905okfPJU5,jazz,['danish'],['danish'],0.575,0.0777,2,-17.914,0,0.0412,0.926,0.392,0.121,0.172,99.25,302813,3
I Think It's Going to Rain Today,7g5oxgxTNFTmlkf3B06zsD,Lucia Cadotsch,6fjIC3dxUYTL8eOzxbU1Ou,jazz,['swiss'],['swiss'],0.3,0.13,2,-18.57,1,0.059,0.946,0.023,0.108,0.119,77.767,318086,3
Together,2wOlZrHUpRP9hQbqbV9Ae5,Matthew Halsall,0Cioop2zjxXxtcPUme7R46,jazz,"['jazz', 'contemporary', 'nu', 'indie']","['jazz', 'contemporary', 'indie']",0.401,0.0236,6,-18.749,0,0.035,0.978,0.579,0.102,0.163,110.519,672520,4
Misty - Remastered 2020,2yiISACbYnL2hApy1ffKKs,Erroll Garner,6C65D20ASusYqHGSIktfED,jazz,"['swing', 'big', 'adult', 'contemporary', 'cool', 'hard', 'jazz', 'bebop', 'vocal']","['adult', 'contemporary', 'jazz']",0.327,0.145,5,-20.443,1,0.0397,0.945,0.884,0.091,0.136,178.966,167122,1
Simplicity,2R1vQwYTC0sl93C6oyVuHC,Edward Simon,0FAC6FNPb4LsY5uyp0xTWF,jazz,"['jazz', 'contemporary', 'modern']","['jazz', 'contemporary', 'modern']",0.493,0.107,2,-22.122,1,0.0336,0.881,0.906,0.122,0.126,91.326,309587,4
Clouds,7LIFp3v3CaTCvcG6fmceIg,Portraits in Jazz,7c7414LKkYnuDPlkrwDg9a,jazz,[],[],0.338,0.165,10,-15.702,1,0.0315,0.977,0.315,0.122,0.174,76.266,283651,4
Our Son,1dsVIoiV96Goqv1jGbJySI,Al Foster,4PqV4TEgVltnn4N47ODKV6,jazz,['jazz'],['jazz'],0.482,0.101,8,-18.914,0,0.0333,0.965,0.00335,0.125,0.189,105.719,162280,4
Blues Walk,7dMWiyYYkxNC0mz90Ni9L3,Lou Donaldson,1z3BNUSDJB5V6sCYKJWH4q,jazz,[],[],0.651,0.252,5,-16.168,0,0.0588,0.804,0.0287,0.0943,0.428,121.263,403200,4
Moanin',4Vkk3iD1VrENHJEACNddvt,Art Blakey,6QQuESLtKhAOcLW2TeWC2t,jazz,"['big', 'contemporary', 'cool', 'hard', 'jazz', 'soul', 'bebop']","['contemporary', 'jazz', 'soul']",0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,570720,4
Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition,0sCeNwt8xRCMR4NhKpMyBe,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,jazz,"['instrumental', 'contemporary', 'cool', 'jazz', 'soul', 'bebop', 'funk']","['contemporary', 'jazz', 'soul', 'funk']",0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333947,4
One For Daddy-O - Remastered,4f0D7T8yswXUJ62AKLoMtS,Cannonball Adderley,5v74mT11KGJqadf9sLw4dA,jazz,"['swing', 'big', 'contemporary', 'cool', 'hard', 'jazz', 'soul', 'bebop', 'vocal']","['contemporary', 'jazz', 'soul']",0.616,0.434,5,-7.257,0,0.031,0.581,0.0,0.131,0.404,108.467,505453,4
Book Of Slim,4qRyiKJFPLlaEma8BDaVML,Gene Harris & The Three Sounds,7wpE9ePlaLVOdFrSs9BX8B,jazz,"['soul', 'jazz']","['soul', 'jazz']",0.679,0.513,2,-9.073,0,0.0312,0.428,0.00152,0.165,0.762,91.392,203160,4
"The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",4SFBV7SRNG2e2kyL1F6kjU,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,classical,"['classical', 'german', 'early', 'baroque']","['classical', 'german']",0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4
The Lark Ascending,2kAgCRZPG3YQR2VMqRvLmb,Ralph Vaughan Williams,7wNkISK49lKeXuRaZcQVFe,classical,"['classical', 'post-romantic']",['classical'],0.0811,0.0122,4,-32.654,0,0.0511,0.902,0.308,0.0648,0.0384,74.554,935360,4
"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,George Frideric Handel,1QL7yTHrdahRMpvNtn6rI2,classical,"['english', 'baroque', 'classical', 'german', 'early']","['classical', 'german']",0.204,0.0331,2,-24.044,0,0.0487,0.927,0.825,0.0954,0.0547,116.2,207267,3
"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",0H2VhGUC3P3hvwz8rdGIpC,Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,classical,"['classical', 'german', 'early']","['classical', 'german']",0.23,0.0487,5,-27.675,1,0.0412,0.986,0.945,0.0679,0.101,134.839,203656,5
"Rhapsody On A Theme Of Paganini, Op.43: Variation 18. Andante cantabile",419qlOGNXoyICx4jO0hqaj,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,classical,"['russian', 'classical', 'post-romantic', 'ukrainian']",['classical'],0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
"O Come, O Come Emmanuel",68iKdWApfQfH8J3y0HHvKx,James Morgan,7mC0zQ4J4cJPNGYFlmiQVC,classical,[],[],0.116,0.152,2,-22.253,0,0.0401,0.935,0.966,0.11,0.0342,75.824,203855,1
Silent Night - Piano Version,1OVhsVdNpVQveUhePW99as,Andrea Bocelli,3EA9hVIzKfFiQI0Kikz2wo,classical,"['adult', 'classical', 'operatic', 'italian']","['adult', 'classical']",0.31,0.122,10,-14.447,1,0.0356,0.945,6.74e-06,0.112,0.176,76.632,166912,3
We'll Meet Again,5fH8QUL4VXLnYxRalLdFwY,Ross Parker,7uaMCVQ61bttnIqqLiV0kb,classical,[],[],0.413,0.0868,5,-21.486,1,0.0376,0.992,0.927,0.14,0.351,112.434,184373,4
My Friend the Forest,6Rkp6fEsvOTR7YxsW5uNyR,Nils Frahm,5gqhueRUZEa7VDnQt4HODp,classical,"['neoclassical', 'compositional', 'neo-classical', 'electronica']","['compositional', 'neo-classical']",0.396,0.0012,3,-38.004,0,0.0671,0.994,0.944,0.112,0.296,79.932,368669,1
Sussex Carol (On Christmas Night) [Live],4qlDWPSsnMniMslF3mga4K,Traditional,1U5zgr455OGyIkLNXvDdrf,classical,['sleep'],['sleep'],0.251,0.131,7,-22.098,1,0.0369,0.964,0.5,0.223,0.126,64.192,146240,4
In the Bleak Midwinter,1CVyYND2PuLilV962Hy3Pp,The Sixteen,5y9NnD1AZPcBVbDluRgiXS,classical,"['polyphony', 'british', 'choral', 'classical', 'early']","['british', 'classical']",0.156,0.0157,5,-34.578,1,0.0523,0.988,0.00012,0.0894,0.109,79.624,267733,5
The Twelve Days Of Christmas,6n3tP1Pr5ze92AG0MMgUi6,Tenebrae,0vUnn6Eje2O5yxEj35touD,classical,"['british', 'choral', 'chamber']","['british', 'chamber']",0.376,0.203,7,-22.76,1,0.07,0.984,0.0,0.0689,0.701,153.754,216480,3
I Wonder as I Wander,0mN6oNVFlzoCUeV9tUuiaA,Traditional,1U5zgr455OGyIkLNXvDdrf,classical,['sleep'],['sleep'],0.195,0.00455,9,-38.194,0,0.0668,0.981,0.00366,0.0965,0.0931,77.361,155947,4
I Pray - Arr. Paul Campbell,7h7OYpciRhLc5OLZpxSaXQ,Paul Mealor,18B9HFuIuZ5LOk8vWtaxsG,classical,"['21st', 'british', 'choral']",['british'],0.276,0.0986,2,-19.855,1,0.0399,0.952,0.00853,0.128,0.0714,95.595,194624,3
Now May We Singen,7KXgbkdkcVTYuSeSsiW3do,Cecilia McDowall,4yEgFPjtOoOIlQS3WPiEnr,classical,['british'],['british'],0.232,0.155,5,-21.153,1,0.0372,0.992,0.0,0.224,0.45,80.28,209963,4
The holly and the ivy,57lKCJHxa9IKtlzsaEFKVQ,Traditional,1U5zgr455OGyIkLNXvDdrf,classical,['sleep'],['sleep'],0.275,0.0419,7,-28.252,1,0.0471,0.987,0.000705,0.0736,0.0673,97.655,178133,5
Ding Dong! Merrily on High,5deugvvBm2rJBPI2S0BZmQ,Anonymous,4kCZ5nyurc9eIqLJfUcW0Y,classical,[],[],0.318,0.253,11,-20.4,1,0.0491,0.989,0.0392,0.06,0.385,80.903,129693,4
Once In Royal David's City (Desc. Stephen Cleobury),7kqyn9ZLOjfnOHA4aVnpUD,Henry John Gauntlett,0Ywn9U6rufDhKYfZanCr6c,classical,[],[],0.111,0.139,7,-21.828,1,0.0475,0.971,0.384,0.383,0.0598,69.97,278453,4
The First Nowell,0G1CKUwK9u1UePpezzvFKC,Anonymous,4kCZ5nyurc9eIqLJfUcW0Y,classical,[],[],0.216,0.178,6,-18.014,0,0.0391,0.98,0.0135,0.124,0.0591,86.627,275840,3
Somewhere in My Memory - Chorus & Orchestra Version,1WA5av9UlqPNOKcaUdWbGM,John Williams,3dRfiJ2650SZu6GbydcHNb,classical,['soundtrack'],['soundtrack'],0.351,0.0767,2,-21.396,1,0.0335,0.99,0.341,0.0783,0.146,73.848,63973,4
Dappled Light,2sokXRXXRJz5GZAH3aJ4Zc,Luke Howard,3duTXsC49HoPt4f4EySDKf,classical,"['focus', 'neo-classical', 'compositional', 'australian', 'calming']","['focus', 'neo-classical', 'compositional', 'australian', 'calming']",0.222,0.0456,10,-20.891,0,0.0385,0.993,0.964,0.231,0.0882,128.691,251573,4
Fracture,6GLy7czJd5VC2Jf47lpj12,Stephan Moccio,25s9H1JQmTu3iuFzpXWUIg,classical,"['background', 'calming', 'neo-classical']","['background', 'calming', 'neo-classical']",0.323,0.0186,2,-28.248,1,0.0477,0.99,0.934,0.105,0.126,85.228,207640,4
Blow The Wind Southerly (Arr. Kanneh-Mason),5NHQ6e1JkQ5zsvzIRkqDhh,Traditional,1U5zgr455OGyIkLNXvDdrf,classical,['sleep'],['sleep'],0.181,0.0136,0,-27.787,1,0.0638,0.982,0.753,0.0783,0.0634,94.852,142067,4
These Days - Solo Piano Version,3NjeuBtbvD5rvajflMnzFz,Alexis Ffrench,58R31AvN8JMHM7xkNpVLjX,classical,['neo-classical'],['neo-classical'],0.536,0.298,9,-19.303,0,0.0415,0.989,0.871,0.121,0.393,103.014,168914,4
